titre	url Page d’histoire	sujet	url sujet	agent	url agent	Lieux	url Lieux
Pierre Chareau	https://francearchives.fr/commemo/recueil-2000/39882	architecture###mobilier	https://francearchives.fr/fr/subject/130953121###https://francearchives.fr/fr/subject/130737746	Chareau, Pierre (1883-1950) 	https://francearchives.fr/fr/agent/18865259		
Pierre Loti	https://francearchives.fr/commemo/recueil-2000/40084	littérature 	https://francearchives.fr/fr/subject/301150616	Loti, Pierre (1850-1923) 	https://francearchives.fr/fr/agent/131654669	Rochefort (Charente-Maritime, France)	https://francearchives.fr/fr/location/221743907
Publication du premier numéro des Cahiers de la Quinzaine par Charles Péguy	https://francearchives.fr/commemo/recueil-2000/39706	littérature	https://francearchives.fr/fr/subject/301150616	Péguy, Charles (1873-1914) 	https://francearchives.fr/fr/agent/131606096		
Redécouverte des lois de Mendel sur l’hybridation	https://francearchives.fr/commemo/recueil-2000/39768	sciences de la vie et de la terre###découverte scientifique	https://francearchives.fr/fr/subject/213703462###https://francearchives.fr/fr/subject/169254679				
René Descartes	https://francearchives.fr/commemo/recueil-2000/39513	philosophie	https://francearchives.fr/fr/subject/130850802	Descartes, René (1596-1650 ; philosophe et mathématicien français)	https://francearchives.fr/fr/agent/19090238		
Robert Desnos	https://francearchives.fr/commemo/recueil-2000/39378	poésie###Résistance###déporté	https://francearchives.fr/fr/subject/221204583###https://francearchives.fr/fr/subject/130959884###https://francearchives.fr/fr/subject/18263951	Desnos, Robert (1900-1945 ; poète français)	https://francearchives.fr/fr/agent/19096680		
Vaslav Nijinsky	https://francearchives.fr/commemo/recueil-2000/39881	danse 	https://francearchives.fr/fr/subject/131990493 				
Victor Louis	https://francearchives.fr/commemo/recueil-2000/38804	architecture 	https://francearchives.fr/fr/subject/130953121				
Yves Tanguy	https://francearchives.fr/commemo/recueil-2000/38900	peinture 	https://francearchives.fr/fr/subject/132028797				
André Gide	https://francearchives.fr/pages_histoire/39171	littérature 	https://francearchives.fr/fr/subject/301150616	Gide, André (1869-1951)	https://francearchives.fr/fr/agent/232235026		
André Malraux	https://francearchives.fr/pages_histoire/39170	littérature	https://francearchives.fr/fr/subject/301150616	Malraux, André (1901-1976)	https://francearchives.fr/fr/agent/18544723		
Antoine Cournot	https://francearchives.fr/pages_histoire/39169	économie###recherche scientifique ###philosophie	https://francearchives.fr/fr/subject/129212711###https://francearchives.fr/fr/subject/130727818###https://francearchives.fr/fr/subject/130850802	Cournot,  Antoine-Augustin  (1801-1877 ; mathématicien, économiste, philosophe français)	https://francearchives.fr/fr/agent/301267898		
Arcisse de Caumont	https://francearchives.fr/pages_histoire/39167	société savante###archéologie	https://francearchives.fr/fr/subject/18268958###https://francearchives.fr/fr/subject/131991534	Caumont, Arcisse de (1801-1873 ; historien et archéologue français)	https://francearchives.fr/fr/agent/214712307		
Arnold Schoenberg	https://francearchives.fr/pages_histoire/39397	musique	https://francearchives.fr/fr/subject/130949414 				
Les résistances au coup d'État	https://francearchives.fr/pages_histoire/39823	Coup d'État du 2 décembre 1851###Second Empire (1852-1870)	https://francearchives.fr/fr/subject/218294627###https://francearchives.fr/fr/subject/167776578	Napoléon III (1808-1873 ; empereur des Français)###Hugo, Victor (1802-1885 ; écrivain, poète et homme politique français)	https://francearchives.fr/fr/agent/130797347###https://francearchives.fr/fr/agent/130963047		
Découverte de l’art pariétal de la grotte de Font-de-Gaume	https://francearchives.fr/pages_histoire/39286	Préhistoire###archéologie###découverte scientifique	https://francearchives.fr/fr/subject/130839211###https://francearchives.fr/fr/subject/131991534###https://francearchives.fr/fr/subject/169254679			Les Eyzies-de-Tayac (Dordogne)	https://francearchives.fr/fr/location/217993986
Auguste Mariette découvre le Sérapeum de Memphis	https://francearchives.fr/pages_histoire/39290	découverte scientifique###archéologie	https://francearchives.fr/fr/subject/169254679###https://francearchives.fr/fr/subject/131991534	Mariette, Auguste (1821-1881 ; égyptologue français)	https://francearchives.fr/fr/agent/214700378	Saqqârah (Guizeh, Égypte)	https://francearchives.fr/fr/location/301244549
Foucault fait la démonstration de la rotation de la Terre au Panthéon	https://francearchives.fr/pages_histoire/40108	découverte scientifique###sciences physiques	https://francearchives.fr/fr/subject/169254679###https://francearchives.fr/fr/subject/30299720	Foucault, Jean Bernard Léon (1819-1868 ; physicien et astronome français)	https://francearchives.fr/fr/agent/18707235		
L'expédition Baudin	https://francearchives.fr/pages_histoire/39818	expédition scientifique###découverte scientifique###cartographie	https://francearchives.fr/fr/subject/223656###https://francearchives.fr/fr/subject/169254679###https://francearchives.fr/fr/subject/214415520	Baudin, Nicolas (1750-1803 ; officier de marine-explorateur)	https://francearchives.fr/fr/agent/221606264	Australie	https://francearchives.fr/fr/location/130938448
Édit portant création de l’École militaire de Paris	https://francearchives.fr/pages_histoire/38816	école militaire###officier militaire	https://francearchives.fr/fr/subject/130736507###https://francearchives.fr/fr/subject/219703064	Gabriel, Jacques-Ange (1698-1782 ; architecte français)###Louis XV (1710-1774 ; roi de France)	https://francearchives.fr/fr/agent/19260671###https://francearchives.fr/fr/agent/131638857	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Émile Littré	https://francearchives.fr/pages_histoire/39168	dictionnaire###chercheur###philosophie	https://francearchives.fr/fr/subject/131449539###https://francearchives.fr/fr/subject/169254677###https://francearchives.fr/fr/subject/130850802	Littré, Émile (1801-1881 ; lexicographe, philosophe et homme politique français)	https://francearchives.fr/fr/agent/214708716		
Émile Chartier, dit Alain	https://francearchives.fr/pages_histoire/39172	philosophie	https://francearchives.fr/fr/subject/130850802	Alain (1868-1951 ; philosophe français)	https://francearchives.fr/fr/agent/30351447		
Fondation de l'abbaye de Fontevraud	https://francearchives.fr/pages_histoire/39735	institution monastique###Moyen Âge###établissement pénitentiaire###congrégation	https://francearchives.fr/fr/subject/216752620###https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/221129847###https://francearchives.fr/fr/subject/130848867	Abbaye Notre-Dame (Fontevraud-l'Abbaye, Maine-et-Loire)###Robert d'Arbrissel (1045?-1116? ; fondateur de l’Ordre de Fontevraud)	https://francearchives.fr/fr/agent/218302421###https://francearchives.fr/fr/agent/18412052	Fontevraud-l'Abbaye (Pays de la Loire, Maine-et-Loire)	https://francearchives.fr/fr/location/18287005
Fondation de l'École française d'Extrême-Orient	https://francearchives.fr/pages_histoire/39821	établissement d’enseignement###enseignement supérieur###organisme de recherche###sciences humaines	https://francearchives.fr/fr/subject/130710947###https://francearchives.fr/fr/subject/131927185###https://francearchives.fr/fr/subject/18275756###https://francearchives.fr/fr/subject/18260748	École française d'Extrême-Orient	https://francearchives.fr/fr/agent/19103876	Asie	https://francearchives.fr/fr/location/130776482
François Robichon de la Guérinière	https://francearchives.fr/pages_histoire/39826	équidé###enseignement###sport	https://francearchives.fr/fr/subject/18274297###https://francearchives.fr/fr/subject/130951948###https://francearchives.fr/fr/subject/132091059				
Guiseppe Verdi	https://francearchives.fr/pages_histoire/39287	musique	https://francearchives.fr/fr/subject/130949414	Verdi, Giuseppe (1813-1901 ; compositeur italien)	https://francearchives.fr/fr/agent/167770405	Italie	https://francearchives.fr/fr/location/130809215
Héloïse du Paraclet, ou d'Argenteuil	https://francearchives.fr/pages_histoire/39813	condition féminine###Moyen Âge###institution monastique###congrégation	https://francearchives.fr/fr/subject/18258287###https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/216752620###https://francearchives.fr/fr/subject/130848867	Abélard, Pierre (1079-1142 ; théologien, philosophe et compositeur français) ; Héloïse (1101-1164) ; épouse d’Abélard, abbesse du couvent du Paraclet)	https://francearchives.fr/fr/agent/131747273	Abbaye du Paraclet (Ferreux-Quincey, Aube) 	https://francearchives.fr/fr/agent/218302373
Henri de Toulouse-Lautrec	https://francearchives.fr/fr/pages_histoire/39899	peinture	https://francearchives.fr/fr/subject/132028797	Toulouse-Lautrec, Henri de (1864-1901 ; peintre français)	https://francearchives.fr/fr/agent/131028067		
Henri François d'Aguesseau	https://francearchives.fr/pages_histoire/39827	agent de l'adminisration royale###justice	https://francearchives.fr/fr/subject/18271976###https://francearchives.fr/fr/subject/170360119	Aguesseau, Henri-François d' (1668-1751 ; homme politique français)	https://francearchives.fr/fr/agent/18478755		
Henry Labrouste	https://francearchives.fr/pages_histoire/39289	architecture###bibliothèque	https://francearchives.fr/fr/subject/130953121###https://francearchives.fr/fr/subject/130955903	Bibliothèque nationale de France###Bibliothèque Sainte-Geneviève###Labrouste, Henri (1801-1875 ; architecte français)	https://francearchives.fr/fr/agent/130851685###https://francearchives.fr/fr/agent/18724691###https://francearchives.fr/fr/agent/266838927	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Jean Dubuffet	https://francearchives.fr/pages_histoire/39283	arts plastiques	https://francearchives.fr/fr/subject/131051621	Dubuffet, Jean (1901-1985) 	https://francearchives.fr/fr/agent/131794096		
Jean Vilar devient directeur du Théâtre national populaire	https://francearchives.fr/pages_histoire/39817	salle de spectacles###art dramatique	https://francearchives.fr/fr/subject/128994154###https://francearchives.fr/fr/subject/18259958	Théâtre national populaire###Vilar, Jean (1912-1971)	https://francearchives.fr/fr/agent/18855272###https://francearchives.fr/fr/agent/232234444	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Joseph Mallord William Turner	https://francearchives.fr/pages_histoire/39898	peinture	https://francearchives.fr/fr/subject/132028797	Turner, Joseph Mallord William (1775-1851)	https://francearchives.fr/fr/agent/30344036	Grande-Bretagne	https://francearchives.fr/fr/location/130838311
Décès de la reine Victoria	https://francearchives.fr/pages_histoire/39819	monarchie###colonisation	https://francearchives.fr/fr/subject/167773178###https://francearchives.fr/fr/subject/131003147	Victoria (1819-1901 ; reine de Grande-Bretagne)	https://francearchives.fr/fr/agent/167811198	Grande-Bretagne	https://francearchives.fr/fr/location/130838311
Léon Bourgeois	https://francearchives.fr/pages_histoire/39822	Troisième République (1870-1940)###mouvement pacifiste###radicalisme 	https://francearchives.fr/fr/subject/166447082###https://francearchives.fr/fr/subject/18278340 ###https://francearchives.fr/fr/subject/18256662	Bourgeois, Léon (1851-1925)###Société des Nations 	https://francearchives.fr/fr/agent/165943697###https://francearchives.fr/fr/agent/172980833		
Loi relative au contrat d’association	https://francearchives.fr/pages_histoire/38824	législation###association###Troisième République (1870-1840)	https://francearchives.fr/fr/subject/131513685###https://francearchives.fr/fr/subject/130964816###https://francearchives.fr/fr/subject/166447082	Waldeck-Rousseau, Pierre (1846-1904)	https://francearchives.fr/fr/agent/19631586		
Louis Jouvet	https://francearchives.fr/pages_histoire/39398	art dramatique###artiste###salle de spectacles	https://francearchives.fr/fr/subject/18259958###https://francearchives.fr/fr/subject/128994390###https://francearchives.fr/fr/subject/128994154	Jouvet, Louis (1887-1951)	https://francearchives.fr/fr/agent/232235307		
Ludwig Wittgenstein	https://francearchives.fr/pages_histoire/39166	philosophie	https://francearchives.fr/fr/subject/130850802				
Mesure de la parallaxe lunaire	https://francearchives.fr/pages_histoire/39403	découverte scientifique###poids-et-mesures###expédition scientifique###astronomie	https://francearchives.fr/fr/subject/169254679###https://francearchives.fr/fr/subject/170958013###https://francearchives.fr/fr/subject/223656###https://francearchives.fr/fr/subject/130828109	La Caille, Nicolas-Louis de (1713-1762)###La Lande, Jérôme de (1732-1807)	https://francearchives.fr/fr/agent/19046667###https://francearchives.fr/fr/agent/19044866		
Nicolas de Cues	https://francearchives.fr/pages_histoire/39045	ministre du culte###recherche scientifique	https://francearchives.fr/fr/subject/129244593###https://francearchives.fr/fr/subject/128994347	Nicolas de Cusa (1401-1464)	https://francearchives.fr/fr/agent/301191043		
Organisation de l’Académie royale des inscriptions et médailles	https://francearchives.fr/pages_histoire/38817	société savante###sciences humaines	https://francearchives.fr/fr/subject/131928557###https://francearchives.fr/fr/subject/18260748	Académie des inscriptions et belles-lettres (France)	https://francearchives.fr/fr/agent/214723431	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
